Country Name,Country Code,Time,Time Code,CO2 emissions (kg per PPP $ of GDP) [EN.ATM.CO2E.PP.GD],"Intentional homicides (per 100,000 people) [VC.IHR.PSRC.P5]",General government final consumption expenditure (% of GDP) [NE.CON.GOVT.ZS],"Community health workers (per 1,000 people) [SH.MED.CMHW.P3]","School enrollment, tertiary (% gross) [SE.TER.ENRR]","School enrollment, secondary (% gross) [SE.SEC.ENRR]","Unemployment, total (% of total labor force) (national estimate) [SL.UEM.TOTL.NE.ZS]","Unemployment, youth total (% of total labor force ages 15-24) (national estimate) [SL.UEM.1524.NE.ZS]",Gross capital formation (% of GDP) [NE.GDI.TOTL.ZS],Gross domestic savings (% of GDP) [NY.GDS.TOTL.ZS],"Government expenditure per student, tertiary (% of GDP per capita) [SE.XPD.TERT.PC.ZS]","Government expenditure per student, secondary (% of GDP per capita) [SE.XPD.SECO.PC.ZS]","Government expenditure on education, total (% of GDP) [SE.XPD.TOTL.GD.ZS]","Life expectancy at birth, total (years) [SP.DYN.LE00.IN]","Age dependency ratio, young (% of working-age population) [SP.POP.DPND.YG]","GDP per capita, PPP (constant 2017 international $) [NY.GDP.PCAP.PP.KD]",GDP per capita (constant 2015 US$) [NY.GDP.PCAP.KD],"Foreign direct investment, net inflows (% of GDP) [BX.KLT.DINV.WD.GD.ZS]",GDP per capita growth (annual %) [NY.GDP.PCAP.KD.ZG],Market capitalization of listed domestic companies (% of GDP) [CM.MKT.LCAP.GD.ZS],Trade (% of GDP) [NE.TRD.GNFS.ZS],"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",Net migration [SM.POP.NETM],Strength of legal rights index (0=weak to 12=strong) [IC.LGL.CRED.XQ],"Mortality rate, under-5 (per 1,000 live births) [SH.DYN.MORT]",Gini index [SI.POV.GINI],Net primary income (Net income from abroad) (constant LCU) [NY.GSR.NFCY.KN],Population growth (annual %) [SP.POP.GROW],"Secondary education, teachers [SE.SEC.TCHR]",Lending interest rate (%) [FR.INR.LEND]
Africa Western and Central,AFW,2018,YR2018,0.114962110452765,..,8.34345894538862,..,9.86460971832275,45.0177116394043,..,..,21.1110657287725,19.2456230872347,..,..,3.0132200717926,57.1891392680655,81.8962598866551,4063.46435923816,1826.91094862252,2.02161465865563,0.269736032676633,..,44.4266205523287,1.78404994832044,-255888,5.86363636363636,102.014143939794,..,..,2.66923866802735,1577472.25,..
Africa Western and Central,AFW,2019,YR2019,0.113930724439138,..,8.25968029751627,..,10.0047903060913,45.3927307128906,..,..,23.9953223185171,19.9655871311975,..,..,3.02303993701935,57.5557955517512,81.2607072183158,4092.02864338649,1836.82385308313,1.56696371988586,0.542604688426991,..,45.7707450054508,1.75856517595659,-328552,5.86363636363636,99.5519597978545,..,..,2.63398206911344,1631775.75,..
Africa Western and Central,AFW,2020,YR2020,..,..,10.5532494107765,..,10.2319202423096,..,..,..,24.7600168363399,24.0627741871258,..,..,3.17388510704041,57.2263727312399,80.5436398162813,3957.75569448823,1773.88682150227,1.38971193399763,-3.42640539402956,12.9788955028355,30.0165545156825,2.43760882182242,-99761,..,96.92830727855,..,..,2.61564613985792,1708203,..
Africa Western and Central,AFW,2021,YR2021,..,..,8.73085621589025,..,..,..,..,..,28.2837163684858,27.2983617113284,..,..,..,..,79.7733613310108,4013.71835233197,1797.96020238982,2.46101743413696,1.3570979047671,..,36.7110656210457,3.83786802840503,-264802,..,94.3722350431445,..,..,2.57337740168795,..,..
Caribbean small states,CSS,2015,YR2015,0.345997464760965,31.5,..,..,22.9500904083252,84.7034378051758,9.67415831125544,23.782723786874,..,..,36.59035,28.75004,4.42121005058288,72.660938484734,34.7457373829524,16764.0953905946,10473.834450072,3.87068239147115,-0.373880494508526,..,..,-0.843826984638296,-19122,5.30769230769231,19.2026972577729,..,..,0.606569184090787,37657.02734375,..
Caribbean small states,CSS,2016,YR2016,0.331005607105683,..,..,..,23.1046199798584,86.8785400390625,7.47008912278308,20.9867210801937,..,..,..,27.60237,4.63426005840302,72.58985680881,34.179753980137,16341.1065250073,10218.9211467956,4.05625004247574,-2.43381069742421,..,..,0.663427167917558,-17915,5.30769230769231,18.7787853133339,..,..,0.562937584658641,37197.75,..
Caribbean small states,CSS,2017,YR2017,0.308027590812114,..,..,..,..,86.2792816162109,..,..,..,..,..,27.15691,4.41783499717712,72.6556883280453,33.6182655974477,16175.3405273583,10121.6148841957,2.58491644735842,-0.95221659118512,..,..,1.8803844018353,-15824,5.30769230769231,18.3373290191121,..,..,0.528018772043225,38875.1015625,..
Caribbean small states,CSS,2018,YR2018,0.308666024543717,..,..,..,..,86.2820434570313,..,..,..,..,..,29.72732,4.35892486572265,72.5812150021789,32.9047691696005,16257.0229188876,10156.987729282,3.71093775875512,0.349478274870776,..,..,1.24500040905261,54518,5.30769230769231,17.8781033123786,..,..,0.972337880019737,38416.00390625,..
Caribbean small states,CSS,2019,YR2019,0.299270712770013,..,..,..,..,87.2032699584961,6.25730406792925,17.1880462894175,..,..,..,..,4.43086504936218,72.5194980301061,32.2804156104549,16358.7023251379,10216.9725544701,5.18842481326994,0.590576918933962,..,..,1.21594945605107,-53765,5.30769230769231,17.9718698247641,..,..,0.670567416758772,40230.30078125,..
Caribbean small states,CSS,2020,YR2020,..,..,..,..,..,87.8822021484375,..,..,..,..,..,..,4.86062002182006,72.5748824441501,31.7820011524134,15049.1986996729,9227.99107441343,5.69898777559965,-9.67978992587192,..,..,0.0799778713101663,2389,..,16.9809709558246,..,..,0.278363632396221,40582.51953125,..
Caribbean small states,CSS,2021,YR2021,..,..,..,..,..,..,..,..,..,..,..,..,6.02747011184692,..,31.2089871413998,15768.8794109209,9673.37157501851,3.68841503566281,4.82640801246541,..,..,2.41070312174385,-7303,..,16.5282037380229,..,..,0.498457440178115,..,..
East Asia & Pacific,EAS,2015,YR2015,0.406395271438526,1.4,16.3800516435118,..,43.9148406982422,84.4165878295898,..,..,34.8428566856854,37.4224686276824,..,..,3.82487010955811,75.9488318410236,28.9516389218677,14972.309581213,9586.90102723108,2.80909964679096,3.97289350098092,99.214894565546,56.5836270578478,0.795279630579775,522034,6.31034482758621,17,..,..,0.714357929736423,10253694,..
East Asia & Pacific,EAS,2016,YR2016,0.391823230491918,..,16.5251626780838,..,45.4522895812988,83.8306198120117,..,..,34.3176267278763,36.848153046831,..,..,3.76761746406555,76.1381488981134,28.9458741135958,15609.9089011017,9964.1636506096,2.32604499575972,3.93518846504119,93.8650841239556,52.9589367298327,1.27699094497328,539479,6.55172413793103,16.1,..,..,0.706680949705699,10369935,..
East Asia & Pacific,EAS,2017,YR2017,0.380451778676949,..,16.3542397162816,..,45.7492408752441,84.3990020751953,3.52291389619004,..,34.9489384856252,37.4967304845071,..,..,3.5663857460022,76.212291215835,29.0309254690087,16329.7786478446,10393.882599859,2.29255952079323,4.31264443577422,110.279960434178,54.9537046774989,1.80034222468628,414719,7.24137931034483,15.4,..,..,0.710285225396561,10387151,..
East Asia & Pacific,EAS,2018,YR2018,0.367168842964019,..,16.5271743035691,..,46.2326889038086,85.3014602661133,4.18550428880698,10.2682595243125,35.7813547726886,37.5667102855883,..,..,3.43450498580933,76.5947948566119,29.0508182517103,17055.4096671442,10821.2013370818,2.26459905249867,4.11125229785165,82.8633581462026,55.9676771904232,2.31260343301557,205151,7.24137931034483,15.2,..,..,0.612448292526338,10565651,..
East Asia & Pacific,EAS,2019,YR2019,0.35328850732185,..,16.7816148882096,..,48.215160369873,86.7843780517578,4.2097258493007,10.4012893466444,35.3996662797274,36.9031453094658,..,..,3.44789576530456,76.7970078679726,28.9442644087121,17702.6470616102,11192.9637464778,1.98818535084317,3.43550034617756,99.5786007788401,53.725302184001,1.62724367098146,232677,7.24137931034483,14.9,..,..,0.532811132677494,10693982,..
East Asia & Pacific,EAS,2020,YR2020,..,..,17.5251120991601,..,51.0400199890137,88.0491790771484,4.72382527500385,12.2945949087776,35.3898023180362,37.2743088884362,..,..,3.65240526199341,76.7626813353234,28.7274065792877,17599.2324768895,11126.416670753,2.15171341422688,-0.594543833358998,124.404250132931,50.7768361156236,0.846905537459293,180870,..,14.8,..,..,0.428154961610218,10840484,..
East Asia & Pacific,EAS,2021,YR2021,..,..,16.8231697099264,..,..,..,4.46125582339474,12.4791031976111,35.9194225185358,38.8162624667642,..,..,..,..,28.370416674021,18577.4193501383,11741.4977767846,2.45446999365998,5.52811497387474,..,56.291076950786,2.47710241465444,9227,..,14.7,..,..,0.264977997489083,..,..
Central Europe and the Baltics,CEB,2015,YR2015,0.238640834351654,1.3,17.8722896147758,..,61.048038482666,101.868667602539,7.81913308731245,20.7239538772959,23.1755963634029,25.9620106619083,24.80784,22.25324,4.80993986129761,76.5718777647788,22.1252628958436,27448.4833233037,12520.3364891967,1.77832818390318,4.26743596700756,22.7179134588402,119.794942351899,-0.464499004645002,-99535,7,5.80981296773691,..,..,-0.230243282701295,751590.8125,..
Central Europe and the Baltics,CEB,2016,YR2016,0.229383448681102,..,18.0377375160025,..,61.1347007751465,101.570182800293,6.49021703149877,17.6934077402558,21.9047244479173,25.6140597516503,25.40887,22.30415,4.63339996337891,76.9698114171911,22.3529363001933,28279.6216564593,12897.5319999301,8.74112558892005,3.01266272722719,23.2396108441405,120.914425018901,-0.0549995416704911,-110911,7,5.54831286535089,..,..,-0.255290913083385,742105,..
Central Europe and the Baltics,CEB,2017,YR2017,0.221704398862365,..,17.9477840823016,..,61.7925796508789,101.866287231445,5.29787536945427,14.9824582985296,22.2222103535634,25.4228544832944,..,..,4.07527017593384,76.9474426395729,22.6602275625334,29826.2427411173,13589.4809046213,2.00097686008529,5.36497141232073,29.0645015472785,124.041149690541,2.07593553673862,-76183,7,5.31716800335814,..,..,-0.246809827629463,734741.1875,..
Central Europe and the Baltics,CEB,2018,YR2018,0.205271788378874,..,18.1157410819586,..,62.5338287353516,101.752723693848,4.31741380366816,12.6714123728158,23.4141831786145,25.5173618424361,..,..,4.24356985092163,76.9768226818402,22.9858055622306,31377.7940570348,14288.8713535469,-1.18963121523359,5.14655750160247,21.4618905096521,124.580080683907,2.53445424186602,-61261,7,5.05556492227778,..,..,-0.196249607675014,697285.6875,..
Central Europe and the Baltics,CEB,2019,YR2019,0.179349452037091,..,18.5603105446337,..,63.349178314209,100.839973449707,3.78169952071364,11.63284398106,23.2921171030911,25.7794394756477,..,..,4.29046010971069,77.2668446661451,23.273481209892,32669.7392248944,14872.1126472946,9.11198790844638,4.0817870027428,19.5496224727378,122.217702694106,2.66456133425443,-19843,7,4.87393282462713,..,..,-0.136450276589414,725673,..
Central Europe and the Baltics,CEB,2020,YR2020,..,..,20.0074748185599,..,64.8918914794922,102.555358886719,4.37052798149999,13.6202043156009,22.0303395220072,25.1437980470824,..,..,5.13499999046326,76.1440342769168,23.50079294926,31633.2188071285,14398.0997195273,12.7380369178403,-3.18726020309904,21.3179307730775,115.71424939304,1.67244096855762,-29918,..,4.75936674881842,..,..,-0.213296992709971,794043.5625,..
Central Europe and the Baltics,CEB,2021,YR2021,..,..,19.5636790368068,..,..,..,4.48700130548085,14.9082288220504,24.5071020341123,25.6675571219548,..,..,..,..,23.6518076069937,33832.5280447399,15396.0892929356,5.76983393528669,6.93139784311086,..,127.530822104994,3.8398449150015,-20678,..,4.62235279569629,..,..,-0.733143561266374,..,..
Arab World,ARB,2015,YR2015,0.318196892252408,3.8,20.8035920494699,..,30.0987701416016,70.5693511962891,..,..,28.5853238218966,30.4536330252405,..,..,3.9308500289917,70.7582222288211,54.578495803555,13923.9286658077,6245.78778494805,1.01121626428327,1.11408262194243,49.256806974908,84.0942151788234,1.81407723937759,-194516,1.40909090909091,38.7619464817831,..,..,2.15596631322425,2184857,..
Arab World,ARB,2016,YR2016,0.325828823771352,..,19.7735446629587,..,30.7513408660889,70.7903900146484,9.62946875752889,..,28.6989532082801,29.5391005704168,..,..,4.38000011444091,70.9430622781923,54.4804170057226,14134.9326979364,6331.94548493252,1.30127085257371,1.37945288810646,49.2766855471345,78.3180350189734,2.06884036053476,3140,1.40909090909091,38.1830714590474,..,..,2.10969712845126,2188675.75,..
Arab World,ARB,2017,YR2017,0.31216538036915,..,19.1394063381734,..,31.5246601104736,71.2730865478516,..,..,28.3092176975067,32.073992259341,..,..,3.74855995178223,71.4295960025113,54.2760596571625,14052.5469127783,6269.1397621135,1.16721090653387,-0.9918866637192,50.1182037670127,82.5640350502158,1.96682557818839,13305,1.77272727272727,36.9050681935873,..,..,2.06873884607124,2196342.5,..
Arab World,ARB,2018,YR2018,0.293616393011041,..,18.4713299244452,..,32.8400611877441,71.7761535644531,..,..,26.5619134771246,35.5450601821749,..,..,4.417484998703,71.6330166549463,54.014147844825,14125.7913610444,6286.80765289945,1.23352422857808,0.281823207909966,47.6439601531451,82.0521895148883,2.45814158007533,511128,2.36363636363636,36.4049846105514,..,..,2.09619401528857,2236901.25,..
Arab World,ARB,2019,YR2019,0.291955401359969,..,18.9815961181165,..,33.3134498596191,72.4419784545898,..,..,26.9904731189487,33.2816908450147,..,..,2.98847007751465,71.8446260250446,53.7094512688488,14042.271226781,6237.01349761728,1.40806136385943,-0.792041971559428,139.057132639049,82.0525990788919,1.09184802655847,139844,3.09090909090909,35.7255030718043,..,..,2.06268690107076,2207548.25,..
Arab World,ARB,2020,YR2020,..,..,21.633314508313,..,33.2392807006836,72.2646331787109,..,..,25.213243866612,24.5005858679738,..,..,3.67000007629395,70.9233595872331,53.5179454804792,13192.8521406989,5835.39495689712,1.50692495202582,-6.43927644013579,156.323290745517,73.8116095656685,1.77740783806174,-1585167,..,34.8094619005862,..,..,1.75789900697592,2302200,..
Arab World,ARB,2021,YR2021,..,..,18.0674900060639,..,..,..,..,..,22.0575788059114,30.281658390751,..,..,..,..,53.2729461012719,13469.7605683919,5952.95076747621,2.04149943057498,2.01453048932272,..,60.1771563602138,3.42362947609175,-458710,..,34.4545113311025,..,..,1.62333518723852,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,2015,YR2015,0.466405346905943,1.4,15.5492516269056,..,41.1438407897949,82.3478469848633,..,..,40.7885932485984,43.2593298590707,..,..,3.82487010955811,75.152494055672,29.8609038423008,11738.6232284483,6574.56465570346,2.29884013571222,5.87954580730828,72.5590111815299,46.6942399209731,1.08648629940421,-231779,6,17.8497628951971,..,..,0.764568567693232,9003584,..
East Asia & Pacific (IDA & IBRD countries),TEA,2016,YR2016,0.444699666931548,..,15.6001464147758,..,42.7892417907715,81.7409286499023,..,..,40.2677030147544,42.3236335366961,..,..,3.76761746406555,75.3534590678359,29.8735114044637,12400.2989068085,6955.07760224729,1.61960548271727,5.78765236134285,65.6996508371444,44.1346154356957,1.75711158908289,-74506,6.38095238095238,16.81294582033,..,..,0.754938445837539,9127811,..
East Asia & Pacific (IDA & IBRD countries),TEA,2017,YR2017,0.428858625609753,..,15.5150098545722,..,43.1884803771973,82.4103698730469,3.53131429144213,..,40.6966276766538,42.6652701986354,..,..,3.5663857460022,75.4160599170928,29.98513395818,13113.3768405227,7365.03490598147,1.61355889422845,5.89435987891362,72.3080023134892,45.4367306048828,2.88291164981209,-217660,7,16.0075179359525,..,..,0.765756035145699,9155382,..
East Asia & Pacific (IDA & IBRD countries),TEA,2018,YR2018,0.41224585723415,..,15.7312982372878,..,43.7437210083008,83.6538925170898,4.29892833147647,10.5302138022214,41.5549917726346,42.6060048183147,..,..,3.3705450296402,75.836017901148,30.0244423761242,13862.322993086,7794.50207002579,1.87169302423985,5.83116264249523,49.2188267638072,45.7389747348035,2.82871578471268,-453509,7,16.026164598731,..,..,0.656020857066181,9354402,..
East Asia & Pacific (IDA & IBRD countries),TEA,2019,YR2019,0.393632007052355,..,15.8841837471052,..,45.769401550293,85.2481689453125,4.33988907494331,10.6728927561138,40.8538118533486,41.6120122729507,..,..,3.18820583820343,76.0369732719686,29.9227530683591,14568.874563625,8198.76591390235,1.51916962036621,5.18652558232272,61.3246122920324,43.3698921268473,1.85783841646689,-467301,7,15.6080783362241,..,..,0.567934399264374,9490144,..
East Asia & Pacific (IDA & IBRD countries),TEA,2020,YR2020,..,..,16.4185406875139,..,48.8229789733887,86.6857299804688,4.85504392271651,12.6575853719356,40.795852987786,41.9483869289979,..,..,3.5699999332428,75.9691924258149,29.6922674984115,14618.107026819,8265.89720174098,1.73346876948213,0.818797469565524,81.8254568983863,41.252893763666,2.39316239316241,-113166,..,15.6611564040171,..,..,0.474607722037376,9644803,..
East Asia & Pacific (IDA & IBRD countries),TEA,2021,YR2021,..,..,15.4277684884664,..,..,..,4.58541828209757,12.9815814763243,40.8385190324127,43.3728575724758,..,..,..,..,29.300550278609,15549.277450061,8836.08099861053,2.05567498896626,6.89802671087487,..,45.3864422974711,2.54479213620967,-322002,..,15.5361569714378,..,..,0.341803757784518,..,..
Euro area,EMU,2015,YR2015,0.161981459332384,1,20.7945263736719,..,70.8860931396484,107.382682800293,10.8298275392077,25.5457972069542,20.3827530753743,24.8412794384291,29.2699,23.262015,4.90953016281128,81.5712888246472,23.3840161217734,43847.3045314407,34388.8100100187,6.73655917546396,1.74065478318678,64.9482482951859,86.1065840522217,0.0375143805125363,676097,4.63157894736842,3.86968155552535,..,..,0.303628560762263,2391642.25,..
Euro area,EMU,2016,YR2016,0.152146841072386,..,20.7204970330662,..,72.1108627319336,107.356452941895,9.99848638498822,24.0878842210431,20.6937844150068,25.0985424648504,27.60007,23.031085,4.79266977310181,81.9563383126483,23.3723683956965,44539.8765905207,34927.4888494335,4.95000067009077,1.56643640549892,63.8200996611283,85.0097852315362,0.183334861123848,781283,4.63157894736842,3.83911198913248,..,..,0.292998233434247,2451855.75,..
Euro area,EMU,2017,YR2017,0.145121865517089,..,20.5097133742044,..,73.618766784668,107.557739257813,9.0328880952162,21.7526047644991,21.3236295157914,25.6473041593155,..,..,4.87182998657227,81.934533072359,23.3807860343731,45607.1604121449,35764.4480862496,3.80080610349309,2.39627658439483,77.4219350260063,88.1284491877404,1.3814587140721,883333,4.63157894736842,3.82326992512895,..,..,0.216332911315661,2460311.5,..
Euro area,EMU,2018,YR2018,0.135382215854443,..,20.4290433142649,..,75.0886993408203,107.64623260498,8.15643351745712,19.7317343026546,21.8887772565328,25.9021728388994,..,..,4.93587017059326,82.0515528107846,23.3642779953546,46315.0699053679,36315.0981710392,-0.00431698835784178,1.53965771668443,54.5380846880266,89.7425851035963,1.70349794744475,1027086,4.84210526315789,3.77742725354942,..,..,0.240025320613142,2477122.5,..
Euro area,EMU,2019,YR2019,0.121443605444405,..,20.4913271263016,..,77.0167617797852,107.470108032227,7.5170407726815,18.412687432618,22.8600835538398,26.2653948933914,..,..,4.9102897644043,82.3277560167223,23.3145831744398,46998.7535860099,36847.877458551,1.4936378240308,1.46710132794492,..,89.672718733169,1.4456670146976,1102506,4.84210526315789,3.7077136950962,..,..,0.113304728919502,2487944.75,..
Euro area,EMU,2020,YR2020,..,..,22.394863787784,..,78.4336166381836,107.068862915039,7.82870937377499,20.3207433122284,22.3244258098535,25.8924214504578,..,..,5.18500018119812,81.537121911795,23.2372450100558,43989.9583369754,34539.4918102025,0.350162186175917,-6.26463668347009,..,82.6647617722692,0.290554555653313,790465,..,3.65380695786976,..,..,0.134533310515209,2512745.5,..
Euro area,EMU,2021,YR2021,..,..,22.0722112343126,..,..,..,7.71185998449788,19.7830343562924,22.9492571088988,26.853155047039,..,..,..,..,23.1393179024352,46314.0051615225,36362.3670807455,1.4934791493055,5.27765515647974,..,90.2620543539413,2.44608867175472,819231,..,3.59804656354648,..,..,0.0450256475360504,..,..
Europe & Central Asia,ECS,2015,YR2015,0.216883780227127,3.3,19.6662613984293,..,66.1798477172852,104.257659912109,8.50794746019942,21.2595362544503,21.1436750179397,24.6131861282275,27.14179,23.00137,4.8975350856781,77.2313232302049,26.6516433691318,32662.4422484935,22556.5736435144,5.46479254083687,1.57403028685566,62.272155764717,79.8183944302176,0.368046842325369,1514027,5.61224489795918,9.5,..,..,0.500452495601294,6935694.5,..
Europe & Central Asia,ECS,2016,YR2016,0.207230963951569,..,19.7495791239758,..,67.9982528686523,104.58226776123,8.08673811285434,20.4047937468434,21.4007045859591,24.6287454441808,25.75455,23.02147,4.78178787231445,77.5651496181553,26.893246267985,33125.0311266385,22886.1135110305,6.56093997021385,1.46094824827614,63.2557478213201,79.4099965273648,0.356684500891696,1586627,5.71428571428571,9.1,..,..,0.468170207176399,7102652.5,..
Europe & Central Asia,ECS,2017,YR2017,0.198271078216532,..,19.5110145133963,..,70.067253112793,105.217491149902,7.47564832822655,18.5718436092948,22.0419654132391,25.2885643025276,..,..,4.7352249622345,77.7786266109075,27.126342695802,34019.2253502054,23453.8574106625,4.14690156795301,2.48073531295904,74.0208766627287,82.3071375710381,1.91558846458256,1026421,5.97959183673469,8.7,..,..,0.381500164452703,7146473.5,..
Europe & Central Asia,ECS,2018,YR2018,0.188501835445701,..,19.4293576693208,..,72.0294570922852,104.831352233887,6.98343815567061,17.8187994843813,22.2070752110681,25.7623757236909,..,..,4.67667984962464,77.9114517370265,27.3165355159452,34737.712162516,23888.3668556866,-1.12863629715472,1.85261399613756,..,84.4101982625063,2.02805963071136,1142576,6.18,8.4,..,..,0.319606888692576,7181364,..
Europe & Central Asia,ECS,2019,YR2019,0.174905775436822,..,19.5982654138917,..,74.3586196899414,104.544036865234,6.73869779060435,17.3926465171688,22.7359029676089,25.7798293248473,..,..,4.63002014160156,78.1717263005861,27.4548966509979,35328.9321594056,24252.7353151142,2.02039452030863,1.52529665015935,..,84.243861121786,1.78415097403832,1314636,6.5,8.2,..,..,0.260907435842441,7257372,..
Europe & Central Asia,ECS,2020,YR2020,..,..,21.5204977445458,..,76.2872085571289,104.005363464355,7.28531180813832,18.7734559147784,22.5750843498146,25.4929343745895,..,..,5.07500004768371,77.0253239943765,27.5401535063887,33500.5587592471,22847.2488139964,0.77416510022731,-5.79516694861984,..,77.9936856205175,1.20007348888482,1259036,..,7.9,..,..,0.208879325910047,6947875,..
